Author,ItemID(LIsting_id),two_bundle_index,diff,only_in_one,only_in_other,in_both
Jiahao,37994506504,"[5, 6]",3,['CC05'],"['CC38', 'SJ01']","['CC', 'CC', 'SJ']"
Jiahao,38663832002,"[5, 6]",3,['CC05'],"['CC06', 'SJ07']","['CC', 'CC', 'SJ']"
Jiahao,39237426326,[],,[],[],[]
Jiahao,41802068265,"[5, 6]",8,"['CC04', 'DC10', 'FD01', 'YK13']","['CC02', 'DC01', 'XN01', 'UV03']","['CC', 'DC', 'FD', 'YK', 'CC', 'DC', 'XN', 'UV']"
Jiahao,43168072227,"[5, 6]",2,['CC07'],['CC06'],"['CC', 'CC']"
Jiahao,43736454825,"[5, 6]",3,['CC08'],"['CC06', 'XN01']","['CC', 'CC', 'XN']"
Jiahao,44231886556,[],,[],[],[]
Jiahao,44799642380,"[5, 6]",2,['CC01'],['CC02'],"['CC', 'CC']"
Jiahao,45293052304,"[5, 6]",2,['CC39'],['CC40'],"['CC', 'CC']"
Jiahao,45410114111,"[5, 6]",7,"['CC08,CC40,CC46,CC47', 'DC21', 'XB07']","['CC06', 'DC01', 'GJ04', 'XB06']","['CC', 'DC', 'XB', 'CC', 'DC', 'GJ', 'XB']"
Jiahao,522145128789,"[5, 6]",2,['CC01'],['CC06'],"['CC', 'CC']"
Jiahao,523084126902,"[5, 6]",2,['CC07'],"['CC08,CC40,CC46,CC47']","['CC', 'CC']"
Jiahao,18820622609,[],,[],[],[]
Jiahao,20186366493,"[5, 6]",2,['CC02'],['CC33'],"['CC', 'CC']"
Jiahao,20373091017,[],,[],[],[]
Jiahao,20728727154,"[5, 6]",4,"['UV51', 'XB54']","['UV52', 'XB55']","['UV', 'XB', 'UV', 'XB']"
Jiahao,23896264169,"[5, 6]",4,"['CC08', 'XB05']","['CC07', 'XB62']","['CC', 'XB', 'CC', 'XB']"
Jiahao,24319152517,[],,[],[],[]
Jiahao,35674260254,"[5, 6]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,36982442137,"[5, 6]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,37745552927,[],,[],[],[]
Jiahao,37870465778,[],,[],[],[]
Jiahao,40112687054,[],,[],[],[]
Jiahao,40148868087,"[5, 6]",2,['CC02'],['CC33'],"['CC', 'CC']"
Jiahao,40175359932,"[5, 6]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,42981617542,"[5, 6]",3,['CC19'],"['CC18', 'PZ07']","['CC', 'CC', 'PZ']"
Jiahao,44069100271,"[5, 6]",4,"['CC07', 'DC08']","['CC06', 'DC02']","['CC', 'DC', 'CC', 'DC']"
Jiahao,522086451970,"[5, 6]",2,['UV58'],['UV01'],"['UV', 'UV']"
Jiahao,522743875767,"[5, 6]",2,['CC01'],['CC02'],"['CC', 'CC']"
Jiahao,42681494957,[],,[],[],[]
Jiahao,37443266749,"[5, 6]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,43452978184,[],,[],[],[]
Jiahao,25673844634,[],,[],[],[]
Jiahao,23924620234,"[5, 6]",2,['CC38'],['CC40'],"['CC', 'CC']"
Jiahao,40452911197,"[5, 6]",2,['CC24'],['CC21'],"['CC', 'CC']"
Jiahao,43853759026,"[5, 6]",5,"['CC07', 'DC08']","['CC06', 'DC02', 'SJ01']","['CC', 'DC', 'CC', 'DC', 'SJ']"
Jiahao,44881048637,[],,[],[],[]
Jiahao,522863996797,[],,[],[],[]
Jiahao,36513357018,[],,[],[],[]
Jiahao,18352298789,"[5, 6]",4,"['CC13', 'DC13']","['CC15', 'DC02']","['CC', 'DC', 'CC', 'DC']"
Jiahao,37241107923,[],,[],[],[]
Jiahao,23969324559,"[5, 6]",0,[],[],[]
Jiahao,24291960195,"[5, 6]",2,['CC29'],['CC30'],"['CC', 'CC']"
Jiahao,43426870825,[],,[],[],[]
Jiahao,38631814095,[],,[],[],[]
Jiahao,36574928690,[],,[],[],[]
Jiahao,44331296085,[],,[],[],[]
Jiahao,37908516066,[],,[],[],[]
Jiahao,41583985792,[],,[],[],[]
Jiahao,35557065616,[],,[],[],[]
Jiahao,43473279886,[],,[],[],[]
Jiahao,,[],,[],[],[]
Jiahao,44021641588,[],,[],[],[]
Jiahao,18999829018,"[6, 7]",4,['CC40'],"['CC39', 'SJ33', 'XN19']","['CC', 'CC', 'SJ', 'XN']"
Jiahao,24596036343,"[6, 7]",9,"['CC15', 'FH02', 'DC09', 'YK05']","['CC22', 'MO03', 'DC08', 'XN06', 'SJ16']","['CC', 'FH', 'DC', 'YK', 'CC', 'MO', 'DC', 'XN', 'SJ']"
Jiahao,45219159638,[],,[],[],[]
Jiahao,40565901878,[],,[],[],[]
Jiahao,36613205733,[],,[],[],[]
Jiahao,41599133465,[],,[],[],[]
Jiahao,43859660891,"[6, 7]",2,['CC21'],['CC22'],"['CC', 'CC']"
Jiahao,38708270318,"[6, 7]",2,['CC38'],['CC39'],"['CC', 'CC']"
Jiahao,35540978058,[],,[],[],[]
Jiahao,26519380192,"[6, 7]",6,"['CC43', 'XB40', 'SJ22']","['CC44', 'XB42', 'SJ21']","['CC', 'XB', 'SJ', 'CC', 'XB', 'SJ']"
Jiahao,521513506795,"[6, 7]",2,['CC05'],['CC06'],"['CC', 'CC']"
Jiahao,18053093587,"[6, 7]",2,['DC15'],['DC02'],"['DC', 'DC']"
Jiahao,42468840454,"[6, 7]",3,['CC38'],"['CC07', 'GJ04']","['CC', 'CC', 'GJ']"
Jiahao,522033862841,"[6, 7]",3,['CC02'],"['JC04', 'CC33']","['CC', 'JC', 'CC']"
Jiahao,521870063421,[],,[],[],[]
Jiahao,522097809685,"[6, 7]",5,"['CC06', 'SJ28']","['CC07', 'SJ07', 'ND01']","['CC', 'SJ', 'CC', 'SJ', 'ND']"
Jiahao,523776961013,"[6, 7]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,16831203027,"[6, 7]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,19999809846,"[6, 7]",3,['CC06'],"['CC07', 'JQ02']","['CC', 'CC', 'JQ']"
Jiahao,20167630571,[],,[],[],[]
Jiahao,27462844289,[],,[],[],[]
Jiahao,36910165248,"[6, 7]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,37994506504,"[6, 7]",2,['CC38'],['CC45'],"['CC', 'CC']"
Jiahao,38663832002,"[6, 7]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,39237426326,[],,[],[],[]
Jiahao,41802068265,"[6, 7]",9,"['CC02', 'XB07', 'UV03']","['CC04', 'CC33', 'FD01', 'JQ02', 'XB64', 'YK13']","['CC', 'XB', 'UV', 'CC', 'CC', 'FD', 'JQ', 'XB', 'YK']"
Jiahao,43168072227,"[6, 7]",7,"['CC06', 'DK09', 'UV01']","['CC07', 'DK01', 'PZ01', 'XN01']","['CC', 'DK', 'UV', 'CC', 'DK', 'PZ', 'XN']"
Jiahao,43736454825,"[6, 7]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,44231886556,[],,[],[],[]
Jiahao,44799642380,"[6, 7]",2,['CC02'],['CC33'],"['CC', 'CC']"
Jiahao,45293052304,[],,[],[],[]
Jiahao,45410114111,"[6, 7]",4,"['CC06', 'UV20']","['CC07', 'UV03']","['CC', 'UV', 'CC', 'UV']"
Jiahao,522145128789,"[6, 7]",4,"['CC06', 'DC21']","['CC07', 'DC01']","['CC', 'DC', 'CC', 'DC']"
Jiahao,523084126902,"[6, 7]",4,"['CC08,CC40,CC46,CC47']","['CC07', 'PZ02', 'SJ03']","['CC', 'CC', 'PZ', 'SJ']"
Jiahao,18820622609,[],,[],[],[]
Jiahao,20186366493,"[6, 7]",4,"['CC33', 'DC07']","['CC02', 'DC01']","['CC', 'DC', 'CC', 'DC']"
Jiahao,20373091017,[],,[],[],[]
Jiahao,20728727154,"[6, 7]",6,"['CC15', 'RG01', 'XB55']","['CC43', 'ND01', 'XB56']","['CC', 'RG', 'XB', 'CC', 'ND', 'XB']"
Jiahao,23896264169,"[6, 7]",4,"['CC07', 'SJ29']","['CC08', 'SJ08']","['CC', 'SJ', 'CC', 'SJ']"
Jiahao,24319152517,[],,[],[],[]
Jiahao,35674260254,"[6, 7]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,36982442137,"[6, 7]",4,"['CC08', 'DC15']","['CC07', 'DC02']","['CC', 'DC', 'CC', 'DC']"
Jiahao,37745552927,[],,[],[],[]
Jiahao,37870465778,[],,[],[],[]
Jiahao,40112687054,[],,[],[],[]
Jiahao,40148868087,"[6, 7]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,40175359932,"[6, 7]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,42981617542,"[6, 7]",9,"['CC18', 'DC09', 'FH02', 'YK05']","['CC22', 'DC08', 'MO03', 'SJ16', 'XN06']","['CC', 'DC', 'FH', 'YK', 'CC', 'DC', 'MO', 'SJ', 'XN']"
Jiahao,44069100271,"[6, 7]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,522086451970,[],,[],[],[]
Jiahao,522743875767,"[6, 7]",2,['CC02'],['CC33'],"['CC', 'CC']"
Jiahao,42681494957,[],,[],[],[]
Jiahao,37443266749,[],,[],[],[]
Jiahao,43452978184,[],,[],[],[]
Jiahao,25673844634,[],,[],[],[]
Jiahao,23924620234,[],,[],[],[]
Jiahao,40452911197,"[6, 7]",2,['CC21'],['CC22'],"['CC', 'CC']"
Jiahao,43853759026,"[6, 7]",2,['CC06'],['CC07'],"['CC', 'CC']"
Jiahao,44881048637,[],,[],[],[]
Jiahao,522863996797,[],,[],[],[]
Jiahao,36513357018,[],,[],[],[]
Jiahao,18352298789,"[6, 7]",5,"['CC15', 'DC02']","['CC13', 'DC13', 'SJ16']","['CC', 'DC', 'CC', 'DC', 'SJ']"
Jiahao,37241107923,[],,[],[],[]
Jiahao,23969324559,"[6, 7]",0,[],[],[]
Jiahao,24291960195,"[6, 7]",2,['DC15'],['DC02'],"['DC', 'DC']"
Jiahao,43426870825,[],,[],[],[]
Jiahao,38631814095,[],,[],[],[]
Jiahao,36574928690,[],,[],[],[]
Jiahao,44331296085,[],,[],[],[]
Jiahao,37908516066,[],,[],[],[]
Jiahao,41583985792,[],,[],[],[]
Jiahao,35557065616,[],,[],[],[]
Jiahao,43473279886,[],,[],[],[]
Jiahao,,[],,[],[],[]
Jiahao,44021641588,[],,[],[],[]
Jiahao,18999829018,"[7, 8]",4,"['CC39', 'XB21']","['CC40', 'XB05']","['CC', 'XB', 'CC', 'XB']"
Jiahao,24596036343,"[7, 8]",9,"['CC22', 'MO03', 'DC08', 'SJ16']","['CC15', 'FH02', 'DC09', 'YK05', 'SJ17']","['CC', 'MO', 'DC', 'SJ', 'CC', 'FH', 'DC', 'YK', 'SJ']"
Jiahao,45219159638,[],,[],[],[]
Jiahao,40565901878,[],,[],[],[]
Jiahao,36613205733,[],,[],[],[]
Jiahao,41599133465,[],,[],[],[]
Jiahao,43859660891,"[7, 8]",2,['CC22'],['CC23'],"['CC', 'CC']"
Jiahao,38708270318,"[7, 8]",4,['CC39'],"['CC40', 'PZ08', 'XN01']","['CC', 'CC', 'PZ', 'XN']"
Jiahao,35540978058,[],,[],[],[]
Jiahao,26519380192,[],,[],[],[]
Jiahao,521513506795,"[7, 8]",4,"['CC06', 'ND01']","['CC07', 'BD03']","['CC', 'ND', 'CC', 'BD']"
Jiahao,18053093587,[],,[],[],[]
Jiahao,42468840454,"[7, 8]",3,['CC07'],"['CC08', 'PZ08']","['CC', 'CC', 'PZ']"
Jiahao,522033862841,"[7, 8]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,521870063421,[],,[],[],[]
Jiahao,522097809685,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,523776961013,[],,[],[],[]
Jiahao,16831203027,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,19999809846,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,20167630571,[],,[],[],[]
Jiahao,27462844289,[],,[],[],[]
Jiahao,36910165248,"[7, 8]",2,[],"['GJ01', 'HJ01']","['GJ', 'HJ']"
Jiahao,37994506504,"[7, 8]",4,['CC45'],"['CC46', 'PZ08', 'XN01']","['CC', 'CC', 'PZ', 'XN']"
Jiahao,38663832002,"[7, 8]",4,['CC07'],"['CC08', 'PZ08', 'XN01']","['CC', 'CC', 'PZ', 'XN']"
Jiahao,39237426326,[],,[],[],[]
Jiahao,41802068265,"[7, 8]",3,"['CC04', 'CC33', 'XB64']",[],"['CC', 'CC', 'XB']"
Jiahao,43168072227,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,43736454825,"[7, 8]",4,['CC07'],"['CC08', 'JQ02', 'PZ08']","['CC', 'CC', 'JQ', 'PZ']"
Jiahao,44231886556,[],,[],[],[]
Jiahao,44799642380,"[7, 8]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,45293052304,[],,[],[],[]
Jiahao,45410114111,"[7, 8]",2,['CC07'],"['CC08,CC40,CC46,CC47']","['CC', 'CC']"
Jiahao,522145128789,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,523084126902,"[7, 8]",2,['CC07'],"['CC08,CC40,CC46,CC47']","['CC', 'CC']"
Jiahao,18820622609,[],,[],[],[]
Jiahao,20186366493,"[7, 8]",2,['CC02'],['CC33'],"['CC', 'CC']"
Jiahao,20373091017,[],,[],[],[]
Jiahao,20728727154,"[7, 8]",6,"['ND01', 'XB56']","['DK16', 'PZ01', 'RG01', 'XB58']","['ND', 'XB', 'DK', 'PZ', 'RG', 'XB']"
Jiahao,23896264169,"[7, 8]",2,['CC08'],['CC47'],"['CC', 'CC']"
Jiahao,24319152517,[],,[],[],[]
Jiahao,35674260254,"[7, 8]",3,[],"['MO09', 'ND01', 'RG02']","['MO', 'ND', 'RG']"
Jiahao,36982442137,[],,[],[],[]
Jiahao,37745552927,[],,[],[],[]
Jiahao,37870465778,[],,[],[],[]
Jiahao,40112687054,[],,[],[],[]
Jiahao,40148868087,[],,[],[],[]
Jiahao,40175359932,[],,[],[],[]
Jiahao,42981617542,"[7, 8]",9,"['CC22', 'DC08', 'MO03', 'SJ16']","['CC18', 'DC09', 'FH02', 'SJ17', 'YK05']","['CC', 'DC', 'MO', 'SJ', 'CC', 'DC', 'FH', 'SJ', 'YK']"
Jiahao,44069100271,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,522086451970,[],,[],[],[]
Jiahao,522743875767,"[7, 8]",2,['CC33'],['CC04'],"['CC', 'CC']"
Jiahao,42681494957,[],,[],[],[]
Jiahao,37443266749,[],,[],[],[]
Jiahao,43452978184,[],,[],[],[]
Jiahao,25673844634,[],,[],[],[]
Jiahao,23924620234,[],,[],[],[]
Jiahao,40452911197,"[7, 8]",2,['CC22'],['CC23'],"['CC', 'CC']"
Jiahao,43853759026,"[7, 8]",2,['CC07'],['CC08'],"['CC', 'CC']"
Jiahao,44881048637,[],,[],[],[]
Jiahao,522863996797,[],,[],[],[]
Jiahao,36513357018,[],,[],[],[]
Jiahao,18352298789,"[7, 8]",3,['CC13'],"['CC15', 'PZ06']","['CC', 'CC', 'PZ']"
Jiahao,37241107923,[],,[],[],[]
Jiahao,23969324559,"[7, 8]",0,[],[],[]
Jiahao,24291960195,[],,[],[],[]
Jiahao,43426870825,[],,[],[],[]
Jiahao,38631814095,[],,[],[],[]
Jiahao,36574928690,[],,[],[],[]
Jiahao,44331296085,[],,[],[],[]
Jiahao,37908516066,[],,[],[],[]
Jiahao,41583985792,[],,[],[],[]
Jiahao,35557065616,[],,[],[],[]
Jiahao,43473279886,[],,[],[],[]
Jiahao,,[],,[],[],[]
