Author,ItemID(LIsting_id),another_bundle_index,diff,only_in_one,only_in_other,in_both
Jiahao,5.22744E+11,4,22,"['CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01']",['DC20'],"['CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01', 'DC20']"
Jiahao,5.22145E+11,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22098E+11,4,13,"['CC06', 'WD01', 'XB35', 'JP04', 'MO06', 'QT04', 'SP01', 'UV01', 'XN07', 'ZG03']","['CC08', 'DC07', 'SP02']","['CC06', 'WD01', 'XB35', 'JP04', 'MO06', 'QT04', 'SP01', 'UV01', 'XN07', 'ZG03', 'CC08', 'DC07', 'SP02']"
Jiahao,5.22086E+11,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22034E+11,4,16,"['CC25', 'DC19', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10', 'CC17', 'UV53', 'YK05']","['CC15', 'DC21', 'SJ15', 'UV03', 'XN07', 'YK01']","['CC25', 'DC19', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10', 'CC17', 'UV53', 'YK05', 'CC15', 'DC21', 'SJ15', 'UV03', 'XN07', 'YK01']"
Jiahao,5.2187E+11,4,7,"['CC19', 'UV34']","['CC07', 'DC02', 'UV03', 'WD05', 'YK02']","['CC19', 'UV34', 'CC07', 'DC02', 'UV03', 'WD05', 'YK02']"
Jiahao,45410114111,4,13,"['CC24', 'UV36', 'XB35']","['CC19', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06', 'XN01']","['CC24', 'UV36', 'XB35', 'CC19', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06', 'XN01']"
Jiahao,45293052304,4,4,"['CC05', 'XB35']","['CC29', 'DC02']","['CC05', 'XB35', 'CC29', 'DC02']"
Jiahao,45219159638,4,20,"['CC06', 'UV16', 'XB05', 'CC21', 'MO03']","['XB63', 'ZG01', 'CC31', 'DC02', 'JB03', 'QT05', 'UV47', 'WD01', 'XB26', 'YK05', 'CC23', 'FH02', 'DC08', 'JB01', 'ZG09']","['CC06', 'UV16', 'XB05', 'CC21', 'MO03', 'XB63', 'ZG01', 'CC31', 'DC02', 'JB03', 'QT05', 'UV47', 'WD01', 'XB26', 'YK05', 'CC23', 'FH02', 'DC08', 'JB01', 'ZG09']"
Jiahao,44881048637,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,44799642380,4,16,"['CC06', 'CC07', 'UV25', 'XB44', 'DK12']","['CC43', 'FW01', 'SP02', 'UV01', 'XN01', 'XN07', 'ZG01', 'CC08', 'UV27', 'XB39', 'DC02']","['CC06', 'CC07', 'UV25', 'XB44', 'DK12', 'CC43', 'FW01', 'SP02', 'UV01', 'XN01', 'XN07', 'ZG01', 'CC08', 'UV27', 'XB39', 'DC02']"
Jiahao,44331296085,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,44231886556,4,3,['CC06'],"['CC08', 'DC02']","['CC06', 'CC08', 'DC02']"
Jiahao,44069100271,4,7,"['CC06', 'CC05']","['CC46', 'UV22', 'DC15', 'PZ09', 'CC08']","['CC06', 'CC05', 'CC46', 'UV22', 'DC15', 'PZ09', 'CC08']"
Jiahao,44021641588,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,43859660891,4,26,"['CC17', 'ND01', 'CC24', 'XB35', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'JC02']","['CC07', 'DC13', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01', 'CC15', 'DC07', 'UV31', 'XB60', 'CC16', 'XB36']","['CC17', 'ND01', 'CC24', 'XB35', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'JC02', 'CC07', 'DC13', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01', 'CC15', 'DC07', 'UV31', 'XB60', 'CC16', 'XB36']"
Jiahao,43853759026,4,17,['CC02'],"['DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC14', 'RG03', 'ND01', 'JC02', 'EJ01', 'YD01', 'CC33', 'FW01', 'XB60', 'XN01', 'YK01']","['CC02', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC14', 'RG03', 'ND01', 'JC02', 'EJ01', 'YD01', 'CC33', 'FW01', 'XB60', 'XN01', 'YK01']"
Jiahao,43736454825,4,21,"['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07']","['CC08', 'DK01', 'UV62', 'XB08', 'ZG07']","['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07', 'CC08', 'DK01', 'UV62', 'XB08', 'ZG07']"
Jiahao,43473279886,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,43452978184,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,43426870825,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,43168072227,4,22,"['CC02', 'CC19', 'MO01', 'CC05', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'YK05']","['CC04', 'DC01', 'GJ01', 'RG02', 'SJ03', 'SP01', 'UV01', 'WJ01', 'XN07', 'CC46', 'PZ08']","['CC02', 'CC19', 'MO01', 'CC05', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'YK05', 'CC04', 'DC01', 'GJ01', 'RG02', 'SJ03', 'SP01', 'UV01', 'WJ01', 'XN07', 'CC46', 'PZ08']"
Jiahao,42981617542,4,4,['CC05'],"['CC08', 'PZ08', 'XN01']","['CC05', 'CC08', 'PZ08', 'XN01']"
Jiahao,42681494957,4,4,['CC05'],"['CC40', 'XN01', 'PZ08']","['CC05', 'CC40', 'XN01', 'PZ08']"
Jiahao,42468840454,4,16,"['CC02', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'SP02', 'UV01', 'XB07']","['CC04', 'DC10']","['CC02', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'SP02', 'UV01', 'XB07', 'CC04', 'DC10']"
Jiahao,41802068265,4,19,"['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01']","['BU01', 'CC01', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']","['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01', 'BU01', 'CC01', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']"
Jiahao,41599133465,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,41583985792,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,40565901878,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,40452911197,4,2,['CC24'],['CC23'],"['CC24', 'CC23']"
Jiahao,40175359932,4,21,"['JZ01', 'MO06', 'ZG01', 'SP01', 'BU01', 'UV01', 'MO04', 'XB07', 'SP02', 'RG01', 'YK01', 'FW07', 'JC04', 'CC02', 'UV20', 'XB35', 'XN07', 'YK13']","['CC33', 'DC10', 'GJ04']","['JZ01', 'MO06', 'ZG01', 'SP01', 'BU01', 'UV01', 'MO04', 'XB07', 'SP02', 'RG01', 'YK01', 'FW07', 'JC04', 'CC02', 'UV20', 'XB35', 'XN07', 'YK13', 'CC33', 'DC10', 'GJ04']"
Jiahao,40148868087,4,20,"['QT04', 'MO01', 'ND01', 'FD05', 'SP02', 'JZ02', 'DK12', 'RG02', 'FD01', 'FW15', 'CC38', 'XB06', 'ZG07']","['RG01', 'SJ28', 'SP01', 'XB07', 'XN07', 'YK13', 'ZG01']","['QT04', 'MO01', 'ND01', 'FD05', 'SP02', 'JZ02', 'DK12', 'RG02', 'FD01', 'FW15', 'CC38', 'XB06', 'ZG07', 'RG01', 'SJ28', 'SP01', 'XB07', 'XN07', 'YK13', 'ZG01']"
Jiahao,40112687054,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,39237426326,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,38708270318,4,13,"['CC24', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07']","['CC19', 'DC02']","['CC24', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07', 'CC19', 'DC02']"
Jiahao,38663832002,4,22,"['CC21', 'MO03']","['DZ01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07', 'CC23', 'DC08', 'FH02', 'YK05', 'ZG09']","['CC21', 'MO03', 'DZ01', 'GJ03', 'JB01', 'ND03', 'QC02', 'RG03', 'SP01', 'MO15', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07', 'CC23', 'DC08', 'FH02', 'YK05', 'ZG09']"
Jiahao,38631814095,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,37994506504,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,37908516066,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,37870465778,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,37745552927,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,37443266749,4,10,"['CC20', 'CC38', 'UV01']","['CC21', 'WD01', 'CC40', 'SJ09', 'UV10', 'YK01', 'CC02']","['CC20', 'CC38', 'UV01', 'CC21', 'WD01', 'CC40', 'SJ09', 'UV10', 'YK01', 'CC02']"
Jiahao,37241107923,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,36982442137,4,17,"['SJ01', 'XB65']","['CC07', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05']","['SJ01', 'XB65', 'CC07', 'DC13', 'DK05', 'FD01', 'FD05', 'FH01', 'GJ04', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'SJ02', 'WD05', 'XB05']"
Jiahao,36910165248,4,1,[],['DC08'],['DC08']
Jiahao,36613205733,4,3,"['CC24', 'JZ02']",['CC23'],"['CC24', 'JZ02', 'CC23']"
Jiahao,36574928690,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,36513357018,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,35674260254,4,13,[],"['CC08', 'DC01', 'MO08', 'BU01', 'SJ28', 'JB01', 'QC02', 'JZ03', 'SP01', 'UV01', 'ZG01', 'GJ01', 'DC08']","['CC08', 'DC01', 'MO08', 'BU01', 'SJ28', 'JB01', 'QC02', 'JZ03', 'SP01', 'UV01', 'ZG01', 'GJ01', 'DC08']"
Jiahao,35557065616,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,35540978058,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,27462844289,4,16,"['BU01', 'CC02', 'FW20', 'QC02', 'WD01', 'XB07', 'ZG01']","['CC04', 'DC21', 'FD01', 'FW01', 'GJ01', 'JD03', 'QT03', 'RG02', 'SJ01']","['BU01', 'CC02', 'FW20', 'QC02', 'WD01', 'XB07', 'ZG01', 'CC04', 'DC21', 'FD01', 'FW01', 'GJ01', 'JD03', 'QT03', 'RG02', 'SJ01']"
Jiahao,26519380192,4,7,"['CC02', 'DC10', 'DK06', 'CC01']","['WJ01', 'XN07', 'CC04']","['CC02', 'DC10', 'DK06', 'CC01', 'WJ01', 'XN07', 'CC04']"
Jiahao,25673844634,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,24596036343,4,13,"['CC21', 'UV34', 'XB21', 'MO12', 'BU01']","['CC08', 'DK01', 'QT01', 'SJ03', 'MO04', 'UV03', 'XB50', 'YK13']","['CC21', 'UV34', 'XB21', 'MO12', 'BU01', 'CC08', 'DK01', 'QT01', 'SJ03', 'MO04', 'UV03', 'XB50', 'YK13']"
Jiahao,24319152517,4,13,"['BD05', 'CD02', 'DC07', 'DC10', 'MS01', 'SJ18', 'SP01', 'UV01', 'XB07', 'XN09', 'YK01', 'ZG01']",['CC33'],"['BD05', 'CD02', 'DC07', 'DC10', 'MS01', 'SJ18', 'SP01', 'UV01', 'XB07', 'XN09', 'YK01', 'ZG01', 'CC33']"
Jiahao,24291960195,4,22,"['CC38', 'DK01', 'FD01', 'FP01', 'MO01', 'QT14', 'RG01', 'SP02', 'UV60', 'WD01']","['BD05', 'BU01', 'CC33', 'CD02', 'DC07', 'DC10', 'MS01', 'SJ18', 'SP01', 'MO12', 'UV01', 'XN09']","['CC38', 'DK01', 'FD01', 'FP01', 'MO01', 'QT14', 'RG01', 'SP02', 'UV60', 'WD01', 'BD05', 'BU01', 'CC33', 'CD02', 'DC07', 'DC10', 'MS01', 'SJ18', 'SP01', 'MO12', 'UV01', 'XN09']"
Jiahao,23969324559,4,19,"['CC06', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13']","['CC38', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01', 'CC07', 'DC21']","['CC06', 'QT04', 'SP01', 'UV20', 'WJ01', 'XN01', 'XN07', 'YD02', 'YK13', 'CC38', 'DC01', 'FP01', 'FW15', 'QT14', 'SP02', 'UV60', 'YK01', 'CC07', 'DC21']"
Jiahao,23924620234,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,23896264169,4,3,['MO06'],"['DC04', 'SJ07']","['MO06', 'DC04', 'SJ07']"
Jiahao,20728727154,4,2,['CC01'],['CC04'],"['CC01', 'CC04']"
Jiahao,20373091017,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,20186366493,4,12,"['CC05', 'XB35', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05']","['CC08', 'DC08', 'UV58', 'XB05']","['CC05', 'XB35', 'FD05', 'FD01', 'SP02', 'QT01', 'SJ28', 'JC05', 'CC08', 'DC08', 'UV58', 'XB05']"
Jiahao,20167630571,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,19999809846,4,12,"['CC01', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01']","['CC08', 'DC21', 'SJ01', 'CC04']","['CC01', 'QC02', 'QT07', 'RG01', 'SJ28', 'XB21', 'XN01', 'ZG01', 'CC08', 'DC21', 'SJ01', 'CC04']"
Jiahao,18999829018,4,bundle_index = 1 does not exist,[],[],[]
Jiahao,18820622609,4,bundle_index = 2 does not exist,[],[],[]
Jiahao,18352298789,4,25,"['BU04', 'CC07', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU01', 'CC08', 'DC01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']","['BU04', 'CC07', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01', 'BU01', 'CC08', 'DC01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']"
Jiahao,18053093587,4,14,[],"['BU04', 'CC07', 'DC21', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU04', 'CC07', 'DC21', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']"
Jiahao,16831203027,4,24,"['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'SJ23', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'SP02', 'FD01', 'JB01', 'DK09']","['CC33', 'XN01', 'YK01', 'XB60', 'ND01']","['CC02', 'JZ01', 'FD05', 'BU04', 'MO16', 'FH03', 'SJ23', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'SP02', 'FD01', 'JB01', 'DK09', 'CC33', 'XN01', 'YK01', 'XB60', 'ND01']"
Jiahao,5.23084E+11,5,16,"['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'XB07']","['CC07', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC15', 'YK04', 'SJ25']","['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'XB07', 'CC07', 'UV30', 'XB09', 'ZG07', 'FW03', 'DC15', 'YK04', 'SJ25']"
Jiahao,5.21514E+11,5,21,"['CC05', 'DK07', 'FW11', 'FW19', 'JC04', 'JD02', 'MO05', 'UV01', 'WJ01', 'XB07', 'ZG01']","['CC38', 'DC02', 'DK01', 'GJ04', 'PZ08', 'SJ29', 'JD03', 'UV02', 'XB05', 'YK01']","['CC05', 'DK07', 'FW11', 'FW19', 'JC04', 'JD02', 'MO05', 'UV01', 'WJ01', 'XB07', 'ZG01', 'CC38', 'DC02', 'DK01', 'GJ04', 'PZ08', 'SJ29', 'JD03', 'UV02', 'XB05', 'YK01']"
Jiahao,5.23777E+11,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22864E+11,5,15,"['CC07', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06']","['CC13', 'DC13', 'MO01', 'QT15', 'UV12', 'XB07', 'YK05', 'ZG18']","['CC07', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06', 'CC13', 'DC13', 'MO01', 'QT15', 'UV12', 'XB07', 'YK05', 'ZG18']"
Jiahao,5.22744E+11,5,24,"['CC38', 'CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01']","['CC39', 'DC20']","['CC38', 'CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01', 'CC39', 'DC20']"
Jiahao,5.22145E+11,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22098E+11,5,17,"['CC06', 'XB35', 'CC01', 'DK06', 'FW01', 'FW08', 'JP04', 'MO06', 'QT04', 'SP01', 'UV01', 'XN07', 'ZG03']","['CC08', 'DC07', 'SJ01', 'SP02']","['CC06', 'XB35', 'CC01', 'DK06', 'FW01', 'FW08', 'JP04', 'MO06', 'QT04', 'SP01', 'UV01', 'XN07', 'ZG03', 'CC08', 'DC07', 'SJ01', 'SP02']"
Jiahao,5.22086E+11,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,5.22034E+11,5,20,"['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10', 'CC17', 'UV53', 'XB52', 'YK05']","['CC15', 'DC01', 'RG01', 'SJ15', 'UV51', 'XB54', 'XN07', 'YK01']","['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10', 'CC17', 'UV53', 'XB52', 'YK05', 'CC15', 'DC01', 'RG01', 'SJ15', 'UV51', 'XB54', 'XN07', 'YK01']"
Jiahao,5.2187E+11,5,8,"['CC19', 'UV34']","['CC08', 'DC02', 'SJ29', 'UV43', 'WD05', 'YK02']","['CC19', 'UV34', 'CC08', 'DC02', 'SJ29', 'UV43', 'WD05', 'YK02']"
Jiahao,45410114111,5,13,"['CC24', 'UV36', 'XB35']","['CC18', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06', 'XN01']","['CC24', 'UV36', 'XB35', 'CC18', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06', 'XN01']"
Jiahao,45293052304,5,11,"['CC05', 'DK01', 'MO11', 'XB35']","['UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']","['CC05', 'DK01', 'MO11', 'XB35', 'UV54', 'WD04', 'XB06', 'XN01', 'YD01', 'YK01', 'ZG07']"
Jiahao,45219159638,5,26,"['CC06', 'UV16', 'XB05', 'CC21', 'MO03']","['CC29', 'DC15', 'DK01', 'MO11', 'UV54', 'XB63', 'ZG01', 'CC31', 'DC02', 'JB03', 'QT05', 'SJ11', 'UV47', 'WD01', 'XB26', 'YK05', 'CC19', 'FH02', 'DC09', 'JB01', 'ZG09']","['CC06', 'UV16', 'XB05', 'CC21', 'MO03', 'CC29', 'DC15', 'DK01', 'MO11', 'UV54', 'XB63', 'ZG01', 'CC31', 'DC02', 'JB03', 'QT05', 'SJ11', 'UV47', 'WD01', 'XB26', 'YK05', 'CC19', 'FH02', 'DC09', 'JB01', 'ZG09']"
Jiahao,44881048637,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,44799642380,5,19,"['BU01', 'CC06', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'XB07', 'CC07', 'UV25', 'XB44', 'DK12']","['CC08', 'UV24', 'XB40', 'DC02', 'QT04', 'SJ10']","['BU01', 'CC06', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'XB07', 'CC07', 'UV25', 'XB44', 'DK12', 'CC08', 'UV24', 'XB40', 'DC02', 'QT04', 'SJ10']"
Jiahao,44331296085,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,44231886556,5,8,"['CC06', 'XB05', 'YK02', 'ZG03']","['CC07', 'DC02', 'PZ03', 'SJ01']","['CC06', 'XB05', 'YK02', 'ZG03', 'CC07', 'DC02', 'PZ03', 'SJ01']"
Jiahao,44069100271,5,8,['CC05'],"['XB19', 'YK02', 'ZG03', 'CC46', 'UV22', 'DC01', 'PZ02']","['CC05', 'XB19', 'YK02', 'ZG03', 'CC46', 'UV22', 'DC01', 'PZ02']"
Jiahao,44021641588,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,43859660891,5,29,"['CC17', 'ND01', 'CC24', 'XB35', 'ZG07', 'UV36', 'SP02', 'QC02', 'YK02', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'JC02']","['CC08', 'DC13', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01', 'XB60', 'CC15', 'DC07', 'UV31']","['CC17', 'ND01', 'CC24', 'XB35', 'ZG07', 'UV36', 'SP02', 'QC02', 'YK02', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'JC02', 'CC08', 'DC13', 'QT01', 'SP01', 'JD03', 'UV29', 'WD01', 'XB21', 'YK01', 'ZG01', 'XB60', 'CC15', 'DC07', 'UV31']"
Jiahao,43853759026,5,28,['CC02'],"['CC16', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'JC02', 'EJ02', 'YD01', 'CC04', 'FW01', 'XB60', 'XN01', 'YK01']","['CC02', 'CC16', 'XB36', 'ZG07', 'UV54', 'SP02', 'FD01', 'QC02', 'YK02', 'BU01', 'MO01', 'DK09', 'MO16', 'JB01', 'FC01', 'FP02', 'DC02', 'RG03', 'ND01', 'WD04', 'JC02', 'EJ02', 'YD01', 'CC04', 'FW01', 'XB60', 'XN01', 'YK01']"
Jiahao,43736454825,5,25,"['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07']","['CC07', 'DC15', 'DK01', 'FW02', 'SJ01', 'UV63', 'XB09', 'YK04', 'ZG01']","['BU04', 'CC06', 'CC19', 'DK05', 'DK08', 'MO02', 'RG02', 'UV34', 'UV61', 'WD01', 'XB06', 'XB35', 'YK01', 'QT01', 'MO01', 'XB07', 'CC07', 'DC15', 'DK01', 'FW02', 'SJ01', 'UV63', 'XB09', 'YK04', 'ZG01']"
Jiahao,43473279886,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,43452978184,5,bundle_index = 2 does not exist,[],[],[]
Jiahao,43426870825,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,43168072227,5,14,"['CC19', 'MO01', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'XN01', 'YK05']","['SJ06', 'XB06', '', 'DC01']","['CC19', 'MO01', 'CC07', 'DC15', 'QT14', 'SP03', 'UV45', 'XB04', 'XN01', 'YK05', 'SJ06', 'XB06', '', 'DC01']"
Jiahao,42981617542,5,1,[],['DC01'],['DC01']
Jiahao,42681494957,5,11,"['XB07', 'DK01', 'MO07', 'UV20', 'ZG03', 'YK01', 'RG01', 'WD01', 'FD01', 'QT01', 'SP02']",[],"['XB07', 'DK01', 'MO07', 'UV20', 'ZG03', 'YK01', 'RG01', 'WD01', 'FD01', 'QT01', 'SP02']"
Jiahao,42468840454,5,24,"['CC02', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'XB04', 'ZG01', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'UV01']","['DC01', 'MO07', 'ZG03', 'RG01', 'QT01']","['CC02', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'XB04', 'ZG01', 'BU01', 'CC01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'UV01', 'DC01', 'MO07', 'ZG03', 'RG01', 'QT01']"
Jiahao,41802068265,5,19,"['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01']","['BU01', 'CC02', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']","['CC24', 'FW11', 'MO06', 'PZ08', 'QT04', 'QT07', 'UV20', 'XB06', 'XN01', 'YK01', 'BU01', 'CC02', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'UV01', 'XB07']"
Jiahao,41599133465,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,41583985792,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,40565901878,5,bundle_index = 1 does not exist,[],[],[]
Jiahao,40452911197,5,5,[],"['QT02', 'DC21', 'JB01', 'QC02', 'QT19']","['QT02', 'DC21', 'JB01', 'QC02', 'QT19']"
Jiahao,40175359932,5,bundle_index = 2 does not exist,[],[],[]
