Author,ItemID(LIsting_id),camera_model,two_bundle_index,deltaN,only_in_one,only_in_other,in_both
Jiahao,523776961013,700d,"[1, 8]",6,"['CC02', 'DC21', 'ZG01', 'UV01', 'RG01', 'XN04']",[],"['CC02', 'DC21', 'ZG01', 'UV01', 'RG01', 'XN04']"
Jiahao,16831203027,700d,"[1, 8]",11,['CC05'],"['CC08', 'GJ02', 'DC02', 'ND01', 'PZ06', 'QT04', 'SJ02', 'WD01', 'XN01', 'YK01']","['CC05', 'CC08', 'GJ02', 'DC02', 'ND01', 'PZ06', 'QT04', 'SJ02', 'WD01', 'XN01', 'YK01']"
Jiahao,19999809846,700d,"[1, 8]",12,"['CC06', 'XB35']","['BJ02', 'CC08', 'DC01', 'GJ01', 'JQ02', 'QT01', 'SJ02', 'XB60', 'XN01', 'XN06']","['CC06', 'XB35', 'BJ02', 'CC08', 'DC01', 'GJ01', 'JQ02', 'QT01', 'SJ02', 'XB60', 'XN01', 'XN06']"
Jiahao,20167630571,700d,"[1, 8]",12,"['QT02', 'CC06', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'QC02', 'WD01', 'XB35', 'YK01', 'ZG01']",[],"['QT02', 'CC06', 'DK09', 'FD01', 'JB01', 'LJ05', 'MO01', 'QC02', 'WD01', 'XB35', 'YK01', 'ZG01']"
Jiahao,27462844289,700d,"[1, 8]",12,"['BU04', 'CC06', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'UV04', 'WD01', 'XB05', 'YK02', 'ZG03']",[],"['BU04', 'CC06', 'DK05', 'FD01', 'FP01', 'JZ01', 'MO06', 'UV04', 'WD01', 'XB05', 'YK02', 'ZG03']"
Jiahao,36910165248,700d,"[1, 8]",11,['CC02'],"['CC04', 'FW01', 'GJ01', 'HJ01', 'ND01', 'WJ01', 'XB68', 'XN01', 'XN07', 'YK01']","['CC02', 'CC04', 'FW01', 'GJ01', 'HJ01', 'ND01', 'WJ01', 'XB68', 'XN01', 'XN07', 'YK01']"
Jiahao,37994506504,700d,"[1, 8]",6,['CC05'],"['CC46', 'DC01', 'PZ08', 'SJ01', 'XN01']","['CC05', 'CC46', 'DC01', 'PZ08', 'SJ01', 'XN01']"
Jiahao,38663832002,700d,"[1, 8]",6,['CC05'],"['CC08', 'DC01', 'PZ08', 'SJ07', 'XN01']","['CC05', 'CC08', 'DC01', 'PZ08', 'SJ07', 'XN01']"
Jiahao,39237426326,700d,"[1, 8]",13,"['CC02', 'DK01', 'FD01', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'UV20', 'WD01', 'XB04', 'YK01', 'ZG01']",[],"['CC02', 'DK01', 'FD01', 'FW20', 'JZ03', 'MO01', 'ND03', 'QT04', 'UV20', 'WD01', 'XB04', 'YK01', 'ZG01']"
Jiahao,41802068265,700d,"[1, 8]",9,"['CC02', 'XB35']","['DC01', 'GJ04', 'JQ02', 'QT04', 'SJ28', 'WD01', 'XN01']","['CC02', 'XB35', 'DC01', 'GJ04', 'JQ02', 'QT04', 'SJ28', 'WD01', 'XN01']"
Jiahao,43168072227,700d,"[1, 8]",13,"['CC38', 'UV01', 'XB65']","['CC08', 'DC07', 'ND01', 'PZ01', 'QT04', 'SJ01', 'UV03', 'WD01', 'XB06', 'XN01']","['CC38', 'UV01', 'XB65', 'CC08', 'DC07', 'ND01', 'PZ01', 'QT04', 'SJ01', 'UV03', 'WD01', 'XB06', 'XN01']"
Jiahao,43736454825,700d,"[1, 8]",16,"['CC06', 'SJ01', 'UV20', 'XB65']","['CC08', 'DC01', 'GJ04', 'JQ02', 'PZ08', 'QT04', 'SJ02', 'UV03', 'WD05', 'XB05', 'XN01', 'SJ03']","['CC06', 'SJ01', 'UV20', 'XB65', 'CC08', 'DC01', 'GJ04', 'JQ02', 'PZ08', 'QT04', 'SJ02', 'UV03', 'WD05', 'XB05', 'XN01', 'SJ03']"
Jiahao,44231886556,700d,"[1, 8]",12,"['BU01', 'CC02', 'DK06', 'FW07', 'FW13', 'FW20', 'JC01', 'MO02', 'QC02', 'WD01', 'XB07', 'ZG01']",[],"['BU01', 'CC02', 'DK06', 'FW07', 'FW13', 'FW20', 'JC01', 'MO02', 'QC02', 'WD01', 'XB07', 'ZG01']"
Jiahao,44799642380,700d,"[1, 8]",7,"['CC01', 'SJ28']","['BJ01', 'CC04', 'DC01', 'PZ01', 'SJ03']","['CC01', 'SJ28', 'BJ01', 'CC04', 'DC01', 'PZ01', 'SJ03']"
Jiahao,45293052304,700d,"[1, 8]",13,"['CC38', 'DK01', 'FD01', 'FP01', 'MO01', 'QT14', 'RG01', 'SP02', 'UV60', 'WD01', 'XB07', 'YK01', 'ZG01']",[],"['CC38', 'DK01', 'FD01', 'FP01', 'MO01', 'QT14', 'RG01', 'SP02', 'UV60', 'WD01', 'XB07', 'YK01', 'ZG01']"
Jiahao,45410114111,700d,"[1, 8]",11,"['CC06', 'SJ07', 'UV20', 'XB07']","['CC08,CC40,CC46,CC47', 'DC01', 'GJ04', 'PZ08', 'SJ03', 'UV03', 'XB06']","['CC06', 'SJ07', 'UV20', 'XB07', 'CC08,CC40,CC46,CC47', 'DC01', 'GJ04', 'PZ08', 'SJ03', 'UV03', 'XB06']"
Jiahao,522145128789,700d,"[1, 8]",4,['CC01'],"['CC08', 'DC01', 'SJ01']","['CC01', 'CC08', 'DC01', 'SJ01']"
Jiahao,523084126902,700d,"[1, 8]",5,['CC39'],"['CC40', 'DC01', 'PZ02', 'SJ03']","['CC39', 'CC40', 'DC01', 'PZ02', 'SJ03']"
Jiahao,18820622609,700d,"[1, 8]",8,"['CC07', 'DK01', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06']",[],"['CC07', 'DK01', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06']"
Jiahao,20186366493,700d,"[1, 8]",4,['CC01'],"['CC33', 'DC01', 'SJ01']","['CC01', 'CC33', 'DC01', 'SJ01']"
Jiahao,20373091017,700d,"[1, 8]",8,"['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10']",[],"['CC25', 'DC19', 'DK13', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10']"
Jiahao,20728727154,700d,"[1, 8]",15,"['CC17', 'DK13', 'UV53', 'XB52', 'YK05']","['CC43', 'DC01', 'DK16', 'PZ01', 'RG01', 'SJ15', 'UV52', 'XB58', 'XN07', 'YK01']","['CC17', 'DK13', 'UV53', 'XB52', 'YK05', 'CC43', 'DC01', 'DK16', 'PZ01', 'RG01', 'SJ15', 'UV52', 'XB58', 'XN07', 'YK01']"
Jiahao,23896264169,700d,"[1, 8]",10,"['CC19', 'UV34', 'XB05']","['CC47', 'DC02', 'SJ08', 'UV43', 'WD05', 'XB62', 'YK02']","['CC19', 'UV34', 'XB05', 'CC47', 'DC02', 'SJ08', 'UV43', 'WD05', 'XB62', 'YK02']"
Jiahao,24319152517,700d,"[1, 8]",5,"['CC06', 'DK09', 'MO12', 'UV16', 'XB05']",[],"['CC06', 'DK09', 'MO12', 'UV16', 'XB05']"
Jiahao,35674260254,700d,"[1, 8]",6,['CC05'],"['CC08', 'DC01', 'MO09', 'ND01', 'RG02']","['CC05', 'CC08', 'DC01', 'MO09', 'ND01', 'RG02']"
Jiahao,36982442137,700d,"[1, 8]",10,"['BU01', 'CC06', 'DK05', 'FD01', 'JZ02', 'MO02', 'MO06', 'QC02', 'UV61', 'XB35']",[],"['BU01', 'CC06', 'DK05', 'FD01', 'JZ02', 'MO02', 'MO06', 'QC02', 'UV61', 'XB35']"
Jiahao,37745552927,700d,"[1, 8]",6,"['CC02', 'DK06', 'MO02', 'QT04', 'XB07', 'ZG01']",[],"['CC02', 'DK06', 'MO02', 'QT04', 'XB07', 'ZG01']"
Jiahao,37870465778,700d,"[1, 8]",5,"['CC19', 'MO01', 'QT01', 'XB07', 'YK01']",[],"['CC19', 'MO01', 'QT01', 'XB07', 'YK01']"
Jiahao,40148868087,700d,"[1, 8]",17,"['BU01', 'CC01', 'DK01', 'FD01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'SP02', 'UV01', 'WD01', 'XB07', 'ZG01']",[],"['BU01', 'CC01', 'DK01', 'FD01', 'FW18', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'SP02', 'UV01', 'WD01', 'XB07', 'ZG01']"
Jiahao,40175359932,700d,"[1, 8]",18,"['CC24', 'DK01', 'FD01', 'FW11', 'FW18', 'MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01']",[],"['CC24', 'DK01', 'FD01', 'FW11', 'FW18', 'MO06', 'PZ08', 'QT04', 'QT07', 'RG02', 'SJ07', 'SP02', 'UV20', 'WD01', 'XB06', 'XN01', 'YK01', 'ZG01']"
Jiahao,42981617542,700d,"[1, 8]",11,"['CC21', 'MO03']","['CC18', 'DC09', 'FH02', 'JB01', 'PZ07', 'SJ17', 'XN06', 'YK05', 'ZG09']","['CC21', 'MO03', 'CC18', 'DC09', 'FH02', 'JB01', 'PZ07', 'SJ17', 'XN06', 'YK05', 'ZG09']"
Jiahao,44069100271,700d,"[1, 8]",3,['CC06'],"['CC08', 'DC02']","['CC06', 'CC08', 'DC02']"
Jiahao,522086451970,700d,"[1, 8]",6,"['CC06', 'DK01', 'FW07', 'MO02', 'QT04', 'XB07']",[],"['CC06', 'DK01', 'FW07', 'MO02', 'QT04', 'XB07']"
Jiahao,522743875767,700d,"[1, 8]",3,['CC01'],"['CC04', 'DC01']","['CC01', 'CC04', 'DC01']"
Jiahao,42681494957,700d,"[1, 8]",13,"['BU01', 'CC24', 'DK01', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07']",[],"['BU01', 'CC24', 'DK01', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07']"
Jiahao,37443266749,700d,"[1, 8]",16,"['BU01', 'CC06', 'DK01', 'FD01', 'FW08', 'FW14', 'MO06', 'ND01', 'QT01', 'RG02', 'SJ04', 'SP02', 'UV01', 'XB06', 'YK01', 'ZG03']",[],"['BU01', 'CC06', 'DK01', 'FD01', 'FW08', 'FW14', 'MO06', 'ND01', 'QT01', 'RG02', 'SJ04', 'SP02', 'UV01', 'XB06', 'YK01', 'ZG03']"
Jiahao,43452978184,700d,"[1, 8]",8,"['CC38', 'DK01', 'FD01', 'JZ03', 'MO08', 'UV01', 'XB06', 'ZG01']",[],"['CC38', 'DK01', 'FD01', 'JZ03', 'MO08', 'UV01', 'XB06', 'ZG01']"
Jiahao,25673844634,700d,"[1, 8]",11,"['BU01', 'CC06', 'DK17', 'FD01', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'XB07']",[],"['BU01', 'CC06', 'DK17', 'FD01', 'FW07', 'JB01', 'JZ03', 'LP02', 'MO01', 'MO02', 'XB07']"
Jiahao,23924620234,700d,"[1, 8]",14,"['BD04', 'FD01', 'JZ05', 'XB05', 'QT04', 'RG01', 'CC06', 'SP02', 'DK01', 'MO17', 'UV02', 'WD01', 'XN01', 'JD03']",[],"['BD04', 'FD01', 'JZ05', 'XB05', 'QT04', 'RG01', 'CC06', 'SP02', 'DK01', 'MO17', 'UV02', 'WD01', 'XN01', 'JD03']"
Jiahao,40452911197,700d,"[1, 8]",7,['CC24'],"['QT02', 'CC23', 'DC21', 'JB01', 'QC02', 'QT19']","['CC24', 'QT02', 'CC23', 'DC21', 'JB01', 'QC02', 'QT19']"
Jiahao,43853759026,700d,"[1, 8]",4,['CC06'],"['CC08', 'DC02', 'SJ01']","['CC06', 'CC08', 'DC02', 'SJ01']"
Jiahao,44881048637,700d,"[1, 8]",5,"['CC21', 'DC21', 'UV34', 'XB21', 'XN07']",[],"['CC21', 'DC21', 'UV34', 'XB21', 'XN07']"
Jiahao,522863996797,700d,"[1, 8]",15,"['BU01', 'DC01', 'DK01', 'FD01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']",[],"['BU01', 'DC01', 'DK01', 'FD01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']"
Jiahao,36513357018,700d,"[1, 8]",1,['XB21'],[],['XB21']
Jiahao,18352298789,700d,"[1, 8]",8,['CC16'],"['CC15', 'DC13', 'QT15', 'SJ16', 'PZ06', 'YK05', 'ZG18']","['CC16', 'CC15', 'DC13', 'QT15', 'SJ16', 'PZ06', 'YK05', 'ZG18']"
Jiahao,37241107923,700d,"[1, 8]",5,"['CC19', 'QT01', 'MO01', 'XB07', 'YK01']",[],"['CC19', 'QT01', 'MO01', 'XB07', 'YK01']"
Jiahao,23969324559,700d,"[1, 8]",13,"['BU01', 'CC24', 'DK01', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07']",[],"['BU01', 'CC24', 'DK01', 'DZ01', 'FD01', 'QC02', 'SP01', 'MO15', 'UV36', 'XB35', 'YD01', 'YK01', 'ZG07']"
Jiahao,24291960195,700d,"[1, 8]",4,"['CC05', 'DK01', 'MO11', 'XB35']",[],"['CC05', 'DK01', 'MO11', 'XB35']"
Jiahao,43426870825,700d,"[1, 8]",9,"['FP01', 'JZ08', 'CC20', 'JB01', 'JZ05', 'QC02', 'MO06', 'XB05', 'XB06']",[],"['FP01', 'JZ08', 'CC20', 'JB01', 'JZ05', 'QC02', 'MO06', 'XB05', 'XB06']"
Jiahao,38631814095,700d,"[1, 8]",11,"['CC07', 'DC15', 'DK01', 'QT14', 'SP03', 'MO01', 'UV45', 'XB04', 'XN01', 'YK05', 'ZG01']",[],"['CC07', 'DC15', 'DK01', 'QT14', 'SP03', 'MO01', 'UV45', 'XB04', 'XN01', 'YK05', 'ZG01']"
Jiahao,36574928690,700d,"[1, 8]",6,"['CC17', 'DK01', 'JZ02', 'JZ04', 'ND01', 'MO01']",[],"['CC17', 'DK01', 'JZ02', 'JZ04', 'ND01', 'MO01']"
Jiahao,44331296085,700d,"[1, 8]",7,"['CC02', 'DC10', 'DK06', 'MO02', 'QT07', 'UV01', 'XB07']",[],"['CC02', 'DC10', 'DK06', 'MO02', 'QT07', 'UV01', 'XB07']"
Jiahao,43473279886,700d,"[1, 8]",1,['DC07'],[],['DC07']
Jiahao,44021641588,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,18999829018,700d,"[2, 3]",2,['CC39'],['CC40'],"['CC39', 'CC40']"
Jiahao,24596036343,700d,"[2, 3]",3,['CC21'],"['CC22', 'ZG09']","['CC21', 'CC22', 'ZG09']"
Jiahao,45219159638,700d,"[2, 3]",1,[],['DC07'],['DC07']
Jiahao,40565901878,700d,"[2, 3]",4,[],"['UV19', 'CC07', 'XB65', 'DC20']","['UV19', 'CC07', 'XB65', 'DC20']"
Jiahao,36613205733,700d,"[2, 3]",3,['CC17'],"['CC16', 'DC14']","['CC17', 'CC16', 'DC14']"
Jiahao,43859660891,700d,"[2, 3]",2,['CC21'],['CC22'],"['CC21', 'CC22']"
Jiahao,38708270318,700d,"[2, 3]",2,['CC38'],['CC39'],"['CC38', 'CC39']"
Jiahao,35540978058,700d,"[2, 3]",1,[],['PZ09'],['PZ09']
Jiahao,26519380192,700d,"[2, 3]",6,"['CC07', 'PZ10', 'DC19']","['CC08', 'UV26', 'DC20']","['CC07', 'PZ10', 'DC19', 'CC08', 'UV26', 'DC20']"
Jiahao,521513506795,700d,"[2, 3]",7,"['CC06', 'XB35']","['CC05', 'XB05', 'DC14', 'RG03', 'YK01']","['CC06', 'XB35', 'CC05', 'XB05', 'DC14', 'RG03', 'YK01']"
Jiahao,18053093587,700d,"[2, 3]",6,"['CC06', 'XB35']","['CC07', 'XB08', 'ZG07', 'FW03']","['CC06', 'XB35', 'CC07', 'XB08', 'ZG07', 'FW03']"
Jiahao,42468840454,700d,"[2, 3]",3,['CC38'],"['CC07', 'GJ04']","['CC38', 'CC07', 'GJ04']"
Jiahao,522033862841,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,521870063421,700d,"[2, 3]",3,"['CC02', 'SJ01']",['CC33'],"['CC02', 'SJ01', 'CC33']"
Jiahao,522097809685,700d,"[2, 3]",6,"['CC06', 'XB35']","['CC05', 'XB05', 'DC21', 'MO09']","['CC06', 'XB35', 'CC05', 'XB05', 'DC21', 'MO09']"
Jiahao,523776961013,700d,"[2, 3]",6,['CC33'],"['CC02', 'XN01', 'YK01', 'XB60', 'ND01']","['CC33', 'CC02', 'XN01', 'YK01', 'XB60', 'ND01']"
Jiahao,16831203027,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,19999809846,700d,"[2, 3]",4,['XB35'],"['GJ01', 'QT01', 'XB60']","['XB35', 'GJ01', 'QT01', 'XB60']"
Jiahao,20167630571,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,27462844289,700d,"[2, 3]",3,['UV46'],"['DC02', 'UV04']","['UV46', 'DC02', 'UV04']"
Jiahao,36910165248,700d,"[2, 3]",7,['CC33'],"['CC02', 'FW01', 'ND01', 'XB60', 'XN01', 'YK01']","['CC33', 'CC02', 'FW01', 'ND01', 'XB60', 'XN01', 'YK01']"
Jiahao,37994506504,700d,"[2, 3]",2,['CC38'],['CC39'],"['CC38', 'CC39']"
Jiahao,38663832002,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,39237426326,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,41802068265,700d,"[2, 3]",7,"['CC33', 'XB35', 'CC04']","['QT04', 'WD01', 'XB07', 'YK13']","['CC33', 'XB35', 'CC04', 'QT04', 'WD01', 'XB07', 'YK13']"
Jiahao,43168072227,700d,"[2, 3]",4,"['CC38', 'XB65']","['CC07', 'XB06']","['CC38', 'XB65', 'CC07', 'XB06']"
Jiahao,43736454825,700d,"[2, 3]",4,['XB65'],"['QT04', 'WD05', 'XB05']","['XB65', 'QT04', 'WD05', 'XB05']"
Jiahao,44231886556,700d,"[2, 3]",9,"['BU01', 'CC33', 'JB01', 'QC02']","['CC04', 'PZ01', 'QT03', 'RG02', 'SJ01']","['BU01', 'CC33', 'JB01', 'QC02', 'CC04', 'PZ01', 'QT03', 'RG02', 'SJ01']"
Jiahao,44799642380,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,45293052304,700d,"[2, 3]",2,['CC39'],['CC40'],"['CC39', 'CC40']"
Jiahao,45410114111,700d,"[2, 3]",2,['CC07'],"['CC08,CC40,CC46,CC47']","['CC07', 'CC08,CC40,CC46,CC47']"
Jiahao,522145128789,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,523084126902,700d,"[2, 3]",3,['CC40'],"['CC39', 'DC21']","['CC40', 'CC39', 'DC21']"
Jiahao,18820622609,700d,"[2, 3]",4,"['CC08', 'UV38']","['CC43', 'UV39']","['CC08', 'UV38', 'CC43', 'UV39']"
Jiahao,20186366493,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,20373091017,700d,"[2, 3]",2,['CC26'],['CC27'],"['CC26', 'CC27']"
Jiahao,20728727154,700d,"[2, 3]",6,"['CC16', 'RG01', 'UV53']","['CC15', 'UV65', 'XN07']","['CC16', 'RG01', 'UV53', 'CC15', 'UV65', 'XN07']"
Jiahao,23896264169,700d,"[2, 3]",5,"['CC19', 'DC06', 'UV41']","['CC07', 'UV03']","['CC19', 'DC06', 'UV41', 'CC07', 'UV03']"
Jiahao,24319152517,700d,"[2, 3]",8,"['UV16', 'XB05']","['DC20', 'JB03', 'UV47', 'WD01', 'XB13', 'YK05']","['UV16', 'XB05', 'DC20', 'JB03', 'UV47', 'WD01', 'XB13', 'YK05']"
Jiahao,35674260254,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,36982442137,700d,"[2, 3]",6,"['DK05', 'XB35']","['DK01', 'UV62', 'XB08', 'ZG07']","['DK05', 'XB35', 'DK01', 'UV62', 'XB08', 'ZG07']"
Jiahao,37745552927,700d,"[2, 3]",4,['CC33'],"['CC04', 'RG02', 'SJ03']","['CC33', 'CC04', 'RG02', 'SJ03']"
Jiahao,40148868087,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,40175359932,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,42981617542,700d,"[2, 3]",3,['CC21'],"['CC22', 'ZG09']","['CC21', 'CC22', 'ZG09']"
Jiahao,44069100271,700d,"[2, 3]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,522086451970,700d,"[2, 3]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,522743875767,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,42681494957,700d,"[2, 3]",4,['CC20'],"['CC19', 'ND03', 'RG03']","['CC20', 'CC19', 'ND03', 'RG03']"
Jiahao,37443266749,700d,"[2, 3]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,43452978184,700d,"[2, 3]",2,['YK01'],['SJ09'],"['YK01', 'SJ09']"
Jiahao,25673844634,700d,"[2, 3]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,23924620234,700d,"[2, 3]",2,['CC38'],['CC40'],"['CC38', 'CC40']"
Jiahao,40452911197,700d,"[2, 3]",2,['CC21'],['CC22'],"['CC21', 'CC22']"
Jiahao,43853759026,700d,"[2, 3]",2,['CC07'],['CC08'],"['CC07', 'CC08']"
Jiahao,44881048637,700d,"[2, 3]",6,"['CC22', 'UV34', 'XB21']","['CC07', 'UV03', 'XB50']","['CC22', 'UV34', 'XB21', 'CC07', 'UV03', 'XB50']"
Jiahao,522863996797,700d,"[2, 3]",2,['CC06'],['CC07'],"['CC06', 'CC07']"
Jiahao,36513357018,700d,"[2, 3]",3,['CC05'],"['CC06', 'DC13']","['CC05', 'CC06', 'DC13']"
Jiahao,18352298789,700d,"[2, 3]",1,[],['ZG18'],['ZG18']
Jiahao,37241107923,700d,"[2, 3]",6,"['CC19', 'DC15', 'QT01', 'MO04', 'XB07', 'YK01']",[],"['CC19', 'DC15', 'QT01', 'MO04', 'XB07', 'YK01']"
Jiahao,23969324559,700d,"[2, 3]",4,['CC20'],"['CC19', 'ND03', 'RG03']","['CC20', 'CC19', 'ND03', 'RG03']"
Jiahao,24291960195,700d,"[2, 3]",4,['XB35'],"['DC15', 'XB63', 'ZG01']","['XB35', 'DC15', 'XB63', 'ZG01']"
Jiahao,43426870825,700d,"[2, 3]",1,[],['DC08'],['DC08']
Jiahao,38631814095,700d,"[2, 3]",3,['UV45'],"['PZ08', 'UV02']","['UV45', 'PZ08', 'UV02']"
Jiahao,36574928690,700d,"[2, 3]",7,"['CC17', 'ND01', 'UV34']","['CC16', 'DC07', 'UV31', 'XB60']","['CC17', 'ND01', 'UV34', 'CC16', 'DC07', 'UV31', 'XB60']"
Jiahao,44331296085,700d,"[2, 3]",7,"['DK06', 'XB07']","['DK15', 'QT01', 'WD01', 'XB70', 'YK01']","['DK06', 'XB07', 'DK15', 'QT01', 'WD01', 'XB70', 'YK01']"
Jiahao,43473279886,700d,"[2, 3]",2,['CC02'],['CC33'],"['CC02', 'CC33']"
Jiahao,44021641588,700d,"[2, 4]",2,['CC06'],['CC08'],"['CC06', 'CC08']"
Jiahao,18999829018,700d,"[2, 4]",3,['CC39'],"['CC38', 'DC20']","['CC39', 'CC38', 'DC20']"
Jiahao,24596036343,700d,"[2, 4]",6,"['CC21', 'MO03']","['CC23', 'FH02', 'ZG09', 'YK05']","['CC21', 'MO03', 'CC23', 'FH02', 'ZG09', 'YK05']"
Jiahao,45219159638,700d,"[2, 4]",3,['CC02'],"['DC07', 'CC33']","['CC02', 'DC07', 'CC33']"
Jiahao,40565901878,700d,"[2, 4]",8,"['JZ01', 'MO06', 'ZG01', 'SP01', 'FD01', 'BU01', 'DK15', 'QC02']",[],"['JZ01', 'MO06', 'ZG01', 'SP01', 'FD01', 'BU01', 'DK15', 'QC02']"
Jiahao,36613205733,700d,"[2, 4]",5,['CC17'],"['CC16', 'DC14', 'RG03', 'ND01']","['CC17', 'CC16', 'DC14', 'RG03', 'ND01']"
Jiahao,43859660891,700d,"[2, 4]",2,['CC21'],['CC23'],"['CC21', 'CC23']"
Jiahao,38708270318,700d,"[2, 4]",4,['CC38'],"['CC40', 'XN01', 'PZ08']","['CC38', 'CC40', 'XN01', 'PZ08']"
Jiahao,35540978058,700d,"[2, 4]",5,"['CC45', 'UV21']","['CC46', 'UV22', 'PZ09']","['CC45', 'UV21', 'CC46', 'UV22', 'PZ09']"
Jiahao,26519380192,700d,"[2, 4]",10,"['CC07', 'PZ10', 'XB44', 'DK12', 'DC19']","['CC08', 'UV27', 'XB39', 'DK17', 'DC02']","['CC07', 'PZ10', 'XB44', 'DK12', 'DC19', 'CC08', 'UV27', 'XB39', 'DK17', 'DC02']"
Jiahao,521513506795,700d,"[2, 4]",5,['XB35'],"['XB05', 'DC14', 'RG03', 'YK01']","['XB35', 'XB05', 'DC14', 'RG03', 'YK01']"
Jiahao,18053093587,700d,"[2, 4]",6,"['CC06', 'XB35']","['CC08', 'XB09', 'ZG07', 'FW03']","['CC06', 'XB35', 'CC08', 'XB09', 'ZG07', 'FW03']"
Jiahao,42468840454,700d,"[2, 4]",2,[],"['SJ02', 'DC21']","['SJ02', 'DC21']"
Jiahao,522033862841,700d,"[2, 4]",2,['CC02'],['CC04'],"['CC02', 'CC04']"
Jiahao,521870063421,700d,"[2, 4]",5,"['CC02', 'MO06']","['CC01', 'DC04', 'SJ07']","['CC02', 'MO06', 'CC01', 'DC04', 'SJ07']"
Jiahao,522097809685,700d,"[2, 4]",6,['XB35'],"['XB05', 'DC21', 'MO09', 'UV20', 'PZ08']","['XB35', 'XB05', 'DC21', 'MO09', 'UV20', 'PZ08']"
Jiahao,523776961013,700d,"[2, 4]",4,[],"['XN01', 'YK01', 'XB60', 'ND01']","['XN01', 'YK01', 'XB60', 'ND01']"
Jiahao,16831203027,700d,"[2, 4]",8,['BU01'],"['GJ02', 'DC03', 'QT04', 'SJ02', 'WD01', 'XN01', 'YK01']","['BU01', 'GJ02', 'DC03', 'QT04', 'SJ02', 'WD01', 'XN01', 'YK01']"
Jiahao,19999809846,700d,"[2, 4]",9,"['CC07', 'XB35']","['CC06', 'DC21', 'GJ01', 'QT01', 'SJ02', 'XB60', 'XN06']","['CC07', 'XB35', 'CC06', 'DC21', 'GJ01', 'QT01', 'SJ02', 'XB60', 'XN06']"
Jiahao,20167630571,700d,"[2, 4]",4,"['CC06', 'WD01']","['CC08', 'ND01']","['CC06', 'WD01', 'CC08', 'ND01']"
Jiahao,27462844289,700d,"[2, 4]",5,"['CC07', 'UV46']","['CC08', 'DC02', 'UV04']","['CC07', 'UV46', 'CC08', 'DC02', 'UV04']"
Jiahao,36910165248,700d,"[2, 4]",5,[],"['FW01', 'ND01', 'XB60', 'XN01', 'YK01']","['FW01', 'ND01', 'XB60', 'XN01', 'YK01']"
Jiahao,37994506504,700d,"[2, 4]",4,['CC38'],"['CC46', 'PZ08', 'XN01']","['CC38', 'CC46', 'PZ08', 'XN01']"
